00:00:00.000 [INFO] [gpu_acceleration.c:20] [nixtile] GPU ACCELERATION: Initializing ultra-smooth hardware acceleration
00:00:00.000 [DEBUG] [gpu_acceleration.c:34] [nixtile] GPU ACCELERATION: Set WLR_RENDERER=gles2
00:00:00.000 [DEBUG] [gpu_acceleration.c:34] [nixtile] GPU ACCELERATION: Set WLR_DRM_NO_ATOMIC=0
00:00:00.000 [DEBUG] [gpu_acceleration.c:34] [nixtile] GPU ACCELERATION: Set WLR_DRM_NO_MODIFIERS=0
00:00:00.000 [DEBUG] [gpu_acceleration.c:34] [nixtile] GPU ACCELERATION: Set WLR_SCENE_DISABLE_VISIBILITY=0
00:00:00.000 [DEBUG] [gpu_acceleration.c:36] [nixtile] GPU ACCELERATION: WLR_NO_HARDWARE_CURSORS already set to 1
00:00:00.000 [DEBUG] [gpu_acceleration.c:34] [nixtile] GPU ACCELERATION: Set MESA_GL_VERSION_OVERRIDE=3.3
00:00:00.000 [DEBUG] [gpu_acceleration.c:34] [nixtile] GPU ACCELERATION: Set MESA_GLSL_VERSION_OVERRIDE=330
00:00:00.000 [DEBUG] [gpu_acceleration.c:34] [nixtile] GPU ACCELERATION: Set __GL_SYNC_TO_VBLANK=1
00:00:00.000 [DEBUG] [gpu_acceleration.c:34] [nixtile] GPU ACCELERATION: Set vblank_mode=1
00:00:00.000 [INFO] [gpu_acceleration.c:44] [nixtile] GPU ACCELERATION: Environment configured for maximum performance
00:00:00.000 [INFO] [nixtile.c:6071] [nixtile] GPU ACCELERATION: Set high priority (nice -10) for ultra-smooth movements
00:00:00.000 [INFO] [nixtile.c:6079] [nixtile] GPU ACCELERATION: Enabled hardware acceleration environment
00:00:00.000 [INFO] [libseat] [libseat/backend/seatd.c:64] Could not connect to socket /run/seatd.sock: No such file or directory
00:00:00.000 [INFO] [libseat] [libseat/libseat.c:76] Backend 'seatd' failed to open seat, skipping
00:00:00.002 [INFO] [libseat] [libseat/libseat.c:73] Seat opened with backend 'logind'
00:00:00.002 [INFO] [backend/session/session.c:108] Successfully loaded libseat session
00:00:00.004 [INFO] [backend/backend.c:248] Found 2 GPUs
00:00:00.004 [INFO] [backend/drm/backend.c:225] Initializing DRM backend for /dev/dri/card0 (i915)
00:00:00.004 [INFO] [util/env.c:9] Loading WLR_DRM_FORCE_LIBLIFTOFF option: 1
00:00:00.004 [INFO] [backend/drm/drm.c:90] WLR_DRM_FORCE_LIBLIFTOFF set, forcing libliftoff interface
00:00:00.004 [INFO] [util/env.c:9] Loading WLR_DRM_NO_MODIFIERS option: 0
00:00:00.004 [DEBUG] [backend/drm/drm.c:131] ADDFB2 modifiers supported
00:00:00.004 [INFO] [backend/drm/drm.c:310] Found 3 DRM CRTCs
00:00:00.004 [INFO] [backend/drm/drm.c:268] Found 9 DRM planes
00:00:00.004 [INFO] [backend/drm/backend.c:225] Initializing DRM backend for /dev/dri/card1 (nvidia-drm)
00:00:00.004 [INFO] [util/env.c:9] Loading WLR_DRM_FORCE_LIBLIFTOFF option: 1
00:00:00.004 [INFO] [backend/drm/drm.c:90] WLR_DRM_FORCE_LIBLIFTOFF set, forcing libliftoff interface
00:00:00.004 [INFO] [util/env.c:9] Loading WLR_DRM_NO_MODIFIERS option: 0
00:00:00.004 [DEBUG] [backend/drm/drm.c:131] ADDFB2 modifiers supported
00:00:00.004 [INFO] [backend/drm/drm.c:310] Found 4 DRM CRTCs
00:00:00.004 [INFO] [backend/drm/drm.c:268] Found 12 DRM planes
00:00:00.005 [DEBUG] [backend/drm/renderer.c:17] Creating multi-GPU renderer
00:00:00.005 [INFO] [util/env.c:25] Loading WLR_RENDERER option: gles2
00:00:00.028 [INFO] [render/egl.c:205] Supported EGL client extensions: EGL_EXT_platform_base EGL_EXT_device_base EGL_EXT_device_enumeration EGL_EXT_device_query EGL_KHR_client_get_all_proc_addresses EGL_EXT_client_extensions EGL_KHR_debug EGL_KHR_platform_x11 EGL_EXT_platform_x11 EGL_EXT_platform_device EGL_MESA_platform_surfaceless EGL_EXT_explicit_device EGL_KHR_platform_wayland EGL_EXT_platform_wayland EGL_KHR_platform_gbm EGL_MESA_platform_gbm EGL_EXT_platform_xcb
00:00:00.041 [DEBUG] [render/egl.c:523] Using EGL device /dev/dri/card1
00:00:00.052 [INFO] [render/egl.c:369] Using EGL 1.5
00:00:00.052 [INFO] [render/egl.c:370] Supported EGL display extensions: EGL_ANDROID_native_fence_sync EGL_EXT_buffer_age EGL_EXT_client_sync EGL_EXT_create_context_robustness EGL_EXT_image_dma_buf_import EGL_EXT_image_dma_buf_import_modifiers EGL_MESA_image_dma_buf_export EGL_EXT_output_base EGL_EXT_output_drm EGL_EXT_protected_content EGL_EXT_stream_consumer_egloutput EGL_EXT_stream_acquire_mode EGL_EXT_sync_reuse EGL_IMG_context_priority EGL_KHR_config_attribs EGL_KHR_create_context_no_error EGL_KHR_context_flush_control EGL_KHR_create_context EGL_KHR_fence_sync EGL_KHR_get_all_proc_addresses EGL_KHR_partial_update EGL_KHR_swap_buffers_with_damage EGL_KHR_no_config_context EGL_KHR_gl_colorspace EGL_KHR_gl_renderbuffer_image EGL_KHR_gl_texture_2D_image EGL_KHR_gl_texture_3D_image EGL_KHR_gl_texture_cubemap_image EGL_KHR_image EGL_KHR_image_base EGL_KHR_reusable_sync EGL_KHR_stream EGL_KHR_stream_attrib EGL_KHR_stream_consumer_gltexture EGL_KHR_stream_cross_process_fd EGL_KHR_stream_fifo EGL_KHR_stream_producer_eglsurface EGL_KHR_surfaceless_context EGL_KHR_wait_sync EGL_NV_nvrm_fence_sync EGL_NV_quadruple_buffer EGL_NV_stream_consumer_eglimage EGL_NV_stream_cross_display EGL_NV_stream_cross_object EGL_NV_stream_cross_process EGL_NV_stream_cross_system EGL_NV_stream_dma EGL_NV_stream_flush EGL_NV_stream_metadata EGL_NV_stream_remote EGL_NV_stream_reset EGL_NV_stream_socket EGL_NV_stream_socket_inet EGL_NV_stream_socket_unix EGL_NV_stream_sync EGL_NV_stream_fifo_next EGL_NV_stream_fifo_synchronous EGL_NV_stream_consumer_gltexture_yuv EGL_NV_stream_attrib EGL_NV_stream_origin EGL_NV_system_time EGL_NV_output_drm_flip_event EGL_NV_triple_buffer EGL_NV_robustness_video_memory_purge EGL_WL_bind_wayland_display EGL_WL_wayland_eglstream
00:00:00.052 [INFO] [render/egl.c:372] Supported EGL device extensions: EGL_NV_device_cuda EGL_EXT_device_drm EGL_EXT_device_drm_render_node EGL_EXT_device_query_name EGL_EXT_device_persistent_id
00:00:00.052 [INFO] [render/egl.c:374] EGL vendor: NVIDIA
00:00:00.052 [INFO] [render/egl.c:376] EGL driver name: nvidia
00:00:00.052 [DEBUG] [render/egl.c:120] Supported DMA-BUF formats:
00:00:00.052 [DEBUG] [render/egl.c:169]   AB24 (0x34324241)
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=5,KIND=6,GEN=2,SECTOR=1,COMPRESSION=0 (0x0300000000606015): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=0,KIND=8,GEN=2,SECTOR=1,COMPRESSION=1 (0x0300000000E08010): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=1,KIND=8,GEN=2,SECTOR=1,COMPRESSION=1 (0x0300000000E08011): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=2,KIND=8,GEN=2,SECTOR=1,COMPRESSION=1 (0x0300000000E08012): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=3,KIND=8,GEN=2,SECTOR=1,COMPRESSION=1 (0x0300000000E08013): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=4,KIND=8,GEN=2,SECTOR=1,COMPRESSION=1 (0x0300000000E08014): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=5,KIND=8,GEN=2,SECTOR=1,COMPRESSION=1 (0x0300000000E08015): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     LINEAR (0x0000000000000000): ✓ texture  ✗ render
00:00:00.053 [DEBUG] [render/egl.c:169]   RG88 (0x38384752)
00:00:00.053 [DEBUG] [render/egl.c:103]     INVALID (0x00FFFFFFFFFFFFFF): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=0,KIND=6,GEN=2,SECTOR=1,COMPRESSION=0 (0x0300000000606010): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=1,KIND=6,GEN=2,SECTOR=1,COMPRESSION=0 (0x0300000000606011): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=2,KIND=6,GEN=2,SECTOR=1,COMPRESSION=0 (0x0300000000606012): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=3,KIND=6,GEN=2,SECTOR=1,COMPRESSION=0 (0x0300000000606013): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=4,KIND=6,GEN=2,SECTOR=1,COMPRESSION=0 (0x0300000000606014): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=5,KIND=6,GEN=2,SECTOR=1,COMPRESSION=0 (0x0300000000606015): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=0,KIND=8,GEN=2,SECTOR=1,COMPRESSION=1 (0x0300000000E08010): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=1,KIND=8,GEN=2,SECTOR=1,COMPRESSION=1 (0x0300000000E08011): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=2,KIND=8,GEN=2,SECTOR=1,COMPRESSION=1 (0x0300000000E08012): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=3,KIND=8,GEN=2,SECTOR=1,COMPRESSION=1 (0x0300000000E08013): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=4,KIND=8,GEN=2,SECTOR=1,COMPRESSION=1 (0x0300000000E08014): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=5,KIND=8,GEN=2,SECTOR=1,COMPRESSION=1 (0x0300000000E08015): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     LINEAR (0x0000000000000000): ✓ texture  ✗ render
00:00:00.053 [DEBUG] [render/egl.c:169]   R16 (0x20363152)
00:00:00.053 [DEBUG] [render/egl.c:103]     INVALID (0x00FFFFFFFFFFFFFF): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=0,KIND=6,GEN=2,SECTOR=1,COMPRESSION=0 (0x0300000000606010): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=1,KIND=6,GEN=2,SECTOR=1,COMPRESSION=0 (0x0300000000606011): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=2,KIND=6,GEN=2,SECTOR=1,COMPRESSION=0 (0x0300000000606012): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=3,KIND=6,GEN=2,SECTOR=1,COMPRESSION=0 (0x0300000000606013): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=4,KIND=6,GEN=2,SECTOR=1,COMPRESSION=0 (0x0300000000606014): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=5,KIND=6,GEN=2,SECTOR=1,COMPRESSION=0 (0x0300000000606015): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=0,KIND=8,GEN=2,SECTOR=1,COMPRESSION=1 (0x0300000000E08010): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=1,KIND=8,GEN=2,SECTOR=1,COMPRESSION=1 (0x0300000000E08011): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=2,KIND=8,GEN=2,SECTOR=1,COMPRESSION=1 (0x0300000000E08012): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=3,KIND=8,GEN=2,SECTOR=1,COMPRESSION=1 (0x0300000000E08013): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=4,KIND=8,GEN=2,SECTOR=1,COMPRESSION=1 (0x0300000000E08014): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     BLOCK_LINEAR_2D,HEIGHT=5,KIND=8,GEN=2,SECTOR=1,COMPRESSION=1 (0x0300000000E08015): ✓ texture  ✓ render
00:00:00.053 [DEBUG] [render/egl.c:103]     LINEAR (0x0000000000000000): ✓ texture  ✗ render
00:00:00.053 [DEBUG] [render/egl.c:169]   RG32 (0x32334752)
00:00:00.053 [DEBUG] [render/egl.c:103]     INVALID (0x00FFFFFFFFFFFFFF): ✓ texture  ✓ render
